Provinsi,Tahun,Tipe_Inflasi,Bulan,Inflasi
NUSA TENGGARA TIMUR,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.65
KALIMANTAN BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.27
KALIMANTAN TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.38
KALIMANTAN SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.2
KALIMANTAN TIMUR,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.04
KALIMANTAN UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.1
SULAWESI UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.67
SULAWESI TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.01
SULAWESI SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.47
SULAWESI TENGGARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.69
GORONTALO,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.28
SULAWESI BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.71
MALUKU,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.75
MALUKU UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,1.48
PAPUA BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.02
PAPUA BARAT DAYA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,0.19
PAPUA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,-0.36
PAPUA SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,1.06
PAPUA TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,-0.29
PAPUA PEGUNUNGAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,-0.05
INDONESIA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Januari,-0.15
ACEH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,6.69
SUMATERA UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.81
SUMATERA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.92
RIAU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.43
JAMBI,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.35
SUMATERA SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.33
BENGKULU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,2.61
LAMPUNG,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,1.9
KEPULAUAN BANGKA BELITUNG,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.95
KEPULAUAN RIAU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,2.94
DKI JAKARTA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.96
JAWA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.24
JAWA TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,2.83
DI YOGYAKARTA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.3
JAWA TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.29
BANTEN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.48
BALI,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,2.58
NUSA TENGGARA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.86
NUSA TENGGARA TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.34
KALIMANTAN BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.33
KALIMANTAN TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.09
KALIMANTAN SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.66
KALIMANTAN TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.76
KALIMANTAN UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.08
SULAWESI UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.04
SULAWESI TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.55
SULAWESI SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.11
SULAWESI TENGGARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,5.1
GORONTALO,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.53
SULAWESI BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.34
MALUKU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.7
MALUKU UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.86
PAPUA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,5.02
PAPUA BARAT DAYA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.75
PAPUA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.33
PAPUA SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.83
PAPUA TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,4.85
PAPUA PEGUNUNGAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,2.93
INDONESIA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Januari,3.55
ACEH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.15
SUMATERA UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.75
SUMATERA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-1.15
RIAU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.45
JAMBI,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.47
SUMATERA SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.05
BENGKULU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.75
LAMPUNG,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.07
KEP. BANGKA BELITUNG,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.28
KEP. RIAU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.09
DKI JAKARTA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.23
JAWA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.09
JAWA TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.35
DI YOGYAKARTA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.16
JAWA TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.2
BANTEN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.34
BALI,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.34
NUSA TENGGARA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.27
NUSA TENGGARA TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.65
KALIMANTAN BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.27
KALIMANTAN TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.38
KALIMANTAN SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.2
KALIMANTAN TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.04
KALIMANTAN UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.1
SULAWESI UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.67
SULAWESI TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.01
SULAWESI SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.47
SULAWESI TENGGARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.69
GORONTALO,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.28
SULAWESI BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.71
MALUKU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.75
MALUKU UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,1.48
PAPUA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.02
PAPUA BARAT DAYA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,0.19
PAPUA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.36
PAPUA SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,1.06
PAPUA TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.29
PAPUA PEGUNUNGAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.05
INDONESIA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Januari,-0.15
ACEH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.71
SUMATERA UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.41
SUMATERA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,1.17
RIAU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.59
JAMBI,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.13
SUMATERA SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.01
BENGKULU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.79
LAMPUNG,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.39
KEPULAUAN BANGKA BELITUNG,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.39
KEPULAUAN RIAU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-0.22
DKI JAKARTA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.45
JAWA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.45
JAWA TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.57
DI YOGYAKARTA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.39
JAWA TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.49
BANTEN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.52
BALI,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.61
NUSA TENGGARA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.09
NUSA TENGGARA TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-0.16
KALIMANTAN BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.08
KALIMANTAN TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-0.46
KALIMANTAN SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-0.01
KALIMANTAN TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.27
KALIMANTAN UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.19
SULAWESI UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-0.63
SULAWESI TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.45
SULAWESI SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.3
SULAWESI TENGGARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.19
GORONTALO,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-1.15
SULAWESI BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.08
MALUKU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-1.19
MALUKU UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-0.42
PAPUA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.13
PAPUA BARAT DAYA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-0.11
PAPUA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-0.73
PAPUA SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.08
PAPUA TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-1.17
PAPUA PEGUNUNGAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,-0.49
INDONESIA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Februari,0.37
ACEH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.41
SUMATERA UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.73
SUMATERA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.09
RIAU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.02
JAMBI,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.27
SUMATERA SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.49
BENGKULU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-1.26
LAMPUNG,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.02
KEPULAUAN BANGKA BELITUNG,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.64
KEPULAUAN RIAU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,2.09
DKI JAKARTA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.59
JAWA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.27
JAWA TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.08
DI YOGYAKARTA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.3
JAWA TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.03
BANTEN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.33
BALI,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,1.21
NUSA TENGGARA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.01
NUSA TENGGARA TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.47
KALIMANTAN BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.04
KALIMANTAN TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.28
KALIMANTAN SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.25
KALIMANTAN TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.3
KALIMANTAN UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.49
SULAWESI UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.15
SULAWESI TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.38
SULAWESI SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-1.09
SULAWESI TENGGARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.22
GORONTALO,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.29
SULAWESI BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.24
MALUKU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,1.33
MALUKU UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.16
PAPUA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-1.98
PAPUA BARAT DAYA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.49
PAPUA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.81
PAPUA SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,0.31
PAPUA TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,2.09
PAPUA PEGUNUNGAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,7.99
INDONESIA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Februari,-0.09
ACEH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.61
SUMATERA UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.57
SUMATERA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.13
RIAU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.52
JAMBI,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.73
SUMATERA SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.77
BENGKULU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.16
LAMPUNG,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.36
KEP. BANGKA BELITUNG,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.88
KEP. RIAU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.29
DKI JAKARTA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.79
JAWA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.29
JAWA TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.23
DI YOGYAKARTA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.2
JAWA TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.13
BANTEN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.71
BALI,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.59
NUSA TENGGARA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.15
NUSA TENGGARA TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.09
KALIMANTAN BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.21
KALIMANTAN TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.0
KALIMANTAN SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.14
KALIMANTAN TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.24
KALIMANTAN UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.52
SULAWESI UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.62
SULAWESI TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.12
SULAWESI SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.64
SULAWESI TENGGARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.1
GORONTALO,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.55
SULAWESI BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.55
MALUKU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.95
MALUKU UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.75
PAPUA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-3.67
PAPUA BARAT DAYA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-2.3
PAPUA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.64
PAPUA SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.81
PAPUA TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.88
PAPUA PEGUNUNGAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,3.01
INDONESIA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.24
ACEH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,1.13
SUMATERA UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.81
SUMATERA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.85
RIAU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.7
JAMBI,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.96
SUMATERA SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.07
BENGKULU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.94
LAMPUNG,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.21
KEP. BANGKA BELITUNG,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.51
KEP. RIAU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.29
DKI JAKARTA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.26
JAWA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.61
JAWA TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.49
DI YOGYAKARTA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.37
JAWA TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.39
BANTEN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.48
BALI,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.52
NUSA TENGGARA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.12
NUSA TENGGARA TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.81
KALIMANTAN BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.45
KALIMANTAN TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.27
KALIMANTAN SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.54
KALIMANTAN TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.51
KALIMANTAN UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.24
SULAWESI UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.04
SULAWESI TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.53
SULAWESI SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.67
SULAWESI TENGGARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.16
GORONTALO,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-2.05
SULAWESI BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.15
MALUKU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-1.0
MALUKU UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.44
PAPUA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.76
PAPUA BARAT DAYA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,0.02
PAPUA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Februari,-0.72
